,title,publish_date,source_country,sentiment,cleaned_text,sentiment_label,word_length,char_length,month
436,Sadiq Khan calls for building safety watchdog to be re-nationalised to prevent another Grenfell fire,2022-12-29 16:07:07,GB,-0.566,sadiq khan calls building safety watchdog re-nationalised prevent another grenfell fire,negative,15,100,December 2022
437,UK economy unexpectedly grows in November,2023-01-13 09:05:05,GB,-0.218,uk economy unexpectedly grows november,negative,6,41,January 2023
438,Stockton's Low Carbon Materials shortlisted for Earthshot prize,2022-11-04 15:00:00,GB,0.509,stockton low carbon materials shortlisted earthshot prize,positive,8,63,November 2022
439,Give strikers a pay rise – but take the money from their gold-plated pensions,2022-12-16 11:16:57,GB,-0.217,give strikers pay rise take money gold-plated pensions,negative,14,77,December 2022
440,New Year Honours 2023 list in full as Brian May and Lionesses get top gongs,2022-12-30 23:53:11,GB,0.763,new year honours 2023 list full brian may lionesses get top gongs,positive,15,75,December 2022
441,"Forward-thinking GMG Energy invests £100,000 in treatment plant",2023-03-30 15:19:46,gb,-0.112,forward-thinking gmg energy invests 100 000 treatment plant,negative,8,63,March 2023
442,Breaking down the barriers for women in construction,2023-03-20 12:11:00,gb,0.373,breaking barriers women construction,positive,8,52,March 2023
443,SNP to hold ‘Democracy Scotland’ conference on how to secure independence,2022-12-17 14:38:01,GB,0.025,snp hold democracy scotland conference secure independence,positive,11,73,December 2022
444,Dundee firm Dovetail Enterprises has ambitions to double workforce,2022-11-20 09:44:25,GB,0.097,dundee firm dovetail enterprises ambitions double workforce,positive,9,66,November 2022
445,Teachers offered extra 3% by Welsh Government to end pay row strikes,2023-02-08 19:46:46,GB,0.123,teachers offered extra 3 welsh government end pay row strikes,positive,12,68,February 2023
447,The nasty stench of racism pervades the tragedy of little Awaab Ishak,2022-11-20 20:53:23,GB,-0.484,nasty stench racism pervades tragedy little awaab ishak,negative,12,69,November 2022
448,Migrant workers who died in Qatar in the run up to the World Cup,2022-11-24 08:19:27,GB,-0.274,migrant workers died qatar run world cup,negative,14,64,November 2022
449,FTSE 100 backtracks from record high as housebuilders slip,2023-02-06 18:31:44,GB,-0.153,ftse 100 backtracks record high housebuilders slip,negative,9,58,February 2023
450,Stewart Dalgarno: Zero carbon living will always be a balancing act,2022-11-29 07:00:45,GB,0.145,stewart dalgarno zero carbon living always balancing act,positive,11,67,November 2022
451,Scottish independence support rising as Tories continue to mismanage the economy – Angus Robertson,2022-12-13 05:55:00,GB,-0.161,scottish independence support rising tories continue mismanage economy angus robertson,negative,14,98,December 2022
452,Tolent staff head to Aticus Law in row over redundancy process,2023-02-17 19:00:00,GB,-0.452,tolent staff head aticus law row redundancy process,negative,11,62,February 2023
453,Orion Group's birthday gift to good causes,2022-11-19 14:00:00,GB,0.42,orion group birthday gift good causes,positive,7,42,November 2022
454,New commercial real estate business launches in Scotland,2023-03-09 10:00:10,gb,0.272,new commercial real estate business launches scotland,positive,8,56,March 2023
455,BMW invests in Oxford plant as plans more electric Minis,2023-03-09 13:13:43,gb,-0.215,bmw invests oxford plant plans electric minis,negative,10,56,March 2023
456,Teachers support strike action as MPs back controversial legislation,2023-01-17 00:17:06,GB,-0.176,teachers support strike action mps back controversial legislation,negative,9,68,January 2023
457,Deals: Resilience in teeth of relentless head winds,2022-11-03 12:28:51,GB,0.015,deals resilience teeth relentless head winds,positive,8,51,November 2022
458,Global economy 2023: what happens next with industrial action,2023-01-10 16:00:01,GB,-0.033,global economy 2023 happens next industrial action,negative,9,61,January 2023
459,Don’t be taken in by that £50bn ‘fiscal black hole’. It’s just a dodgy Tory metaphor,2022-11-13 08:29:04,GB,-0.176,taken 50bn fiscal black hole dodgy tory metaphor,negative,16,84,November 2022
460,York: Channel 4's George Clarke Principal York free event,2023-02-12 06:33:48,GB,0.706,york channel 4 george clarke principal york free event,positive,9,57,February 2023
461,Almost half of firms to cut back activity as costs mount,2022-11-03 06:55:51,GB,-0.125,almost half firms cut back activity costs mount,negative,11,56,November 2022
462,The choice for the SNP may be between party or country,2023-03-03 07:00:00,gb,0.063,choice snp may party country,positive,11,54,March 2023
463,Highland Council accused of acting 'like a dictatorship' over Academy Street,2023-01-20 18:00:00,GB,-0.42,highland council accused acting like dictatorship academy street,negative,11,76,January 2023
465,Highlights from Scottish Borders Council's draft financial plan,2023-02-14 17:00:00,GB,-0.087,highlights scottish borders council draft financial plan,negative,8,63,February 2023
466,Are sanctions working? Why Russia’s economy continues to grow,2023-01-31 16:10:58,GB,-0.074,sanctions working russia economy continues grow,negative,9,61,January 2023
467,Britishvolt scraps plan for second factory in Canada,2022-11-27 17:39:02,GB,-0.188,britishvolt scraps plan second factory canada,negative,8,52,November 2022
468,Middlesbrough College and etc set out education priorities for Sunak,2023-01-04 17:00:17,GB,0.267,middlesbrough college etc set education priorities sunak,positive,10,68,January 2023
469,Nigel Farage says Tories 'deserve to be wiped out' as he plots another election bid,2022-11-25 13:48:29,GB,-0.367,nigel farage says tories deserve wiped plots another election bid,negative,15,83,November 2022
470,"Schools and colleges get rebuilding cash boost, says Keegan",2022-12-16 01:01:00,GB,0.056,schools colleges get rebuilding cash boost says keegan,positive,9,59,December 2022
471,"Putin adopting style of warfare abandoned by modern armies, says UK",2022-12-16 10:05:05,GB,0.1,putin adopting style warfare abandoned modern armies says uk,positive,11,67,December 2022
472,"Rounding off Africa tour, China's top diplomat visits Egypt",2023-01-15 14:45:05,GB,0.082,rounding africa tour china top diplomat visits egypt,positive,9,59,January 2023
473,Jared O'Mara will find prison 'difficult' and 'believes he did nothing wrong' says ex-aide,2023-02-11 20:34:48,GB,-0.469,jared mara find prison difficult believes nothing wrong says ex-aide,negative,14,90,February 2023
474,Could Cumbria coal mine be stopped despite government green light?,2022-12-08 07:00:46,GB,0.052,could cumbria coal mine stopped despite government green light,positive,10,66,December 2022
475,Rolls-Royce car workers win record pay deal worth up to 17.6% to avoid strikes,2022-12-16 15:55:00,GB,-0.12,rolls-royce car workers win record pay deal worth 17.6 avoid strikes,negative,14,78,December 2022
476,Last chance to enter to become first ever North West Apprenticeship Awards winner,2023-01-03 16:52:52,GB,0.184,last chance enter become first ever north west apprenticeship awards winner,positive,13,81,January 2023
477,Bolton College of Medical Sciences  holds steel signing ceremony,2023-03-27 07:20:36,gb,0.222,bolton college medical sciences holds steel signing ceremony,positive,9,64,March 2023
478,Work kicks off on 66 high-tech Dundee homes that will provide a 'model for independent living',2022-12-08 13:29:00,GB,0.113,work kicks 66 high-tech dundee homes provide model independent living,positive,16,94,December 2022
479,Nearly all firms to continue with four-day week after 'incredible' trial results,2023-02-21 01:18:48,GB,0.136,nearly firms continue four-day week incredible trial results,positive,12,80,February 2023
480,"Budget checklist for Jeremy Hunt from Sage, NEPIC and the ACE",2023-03-08 09:17:32,gb,0.148,budget checklist jeremy hunt sage nepic ace,positive,11,61,March 2023
481,Somerville: No stone will be left unturned in bid to resolve school strikes,2023-01-10 16:57:04,GB,-0.24,somerville stone left unturned bid resolve school strikes,negative,13,75,January 2023
482,"UK nurses, ambulance crews strike, straining health system",2023-02-06 10:47:45,GB,-0.316,uk nurses ambulance crews strike straining health system,negative,8,58,February 2023
483,Junior doctors launch three-day strike action ahead of huge week of strikes,2023-03-13 01:01:00,gb,-0.296,junior doctors launch three-day strike action ahead huge week strikes,negative,12,75,March 2023
484,Perthshire leisure hub with luxury hotel and museum &#8211; next steps revealed,2023-01-06 06:55:28,GB,-0.036,perthshire leisure hub luxury hotel museum 8211 next steps revealed,negative,12,79,January 2023
485,"Generative AI could hit 300 million jobs, Goldman Sachs says",2023-03-28 22:55:39,gb,-0.232,generative ai could hit 300 million jobs goldman sachs says,negative,10,60,March 2023
486,Budget 2023: government needs to show it can jack up growth to regain economic credibility,2023-03-13 17:22:56,gb,-0.055,budget 2023 government needs show jack growth regain economic credibility,negative,15,90,March 2023
487,Jobs boost for Fort William as Nevis Range recruits for 30 staff with Cobbs tie-up,2022-12-15 01:18:56,GB,-0.069,jobs boost fort william nevis range recruits 30 staff cobbs tie-up,negative,15,82,December 2022
488,RBS hands over land for Dunard Centre,2023-01-19 11:32:33,GB,0.756,rbs hands land dunard centre,positive,7,37,January 2023
489,German commuters brace for ‘mega-strike’ that will be biggest walkout in decades,2023-03-27 11:40:37,gb,-0.051,german commuters brace mega-strike biggest walkout decades,negative,12,80,March 2023
490,York paramedics speak out about today's ambulance strike,2023-01-23 16:22:06,GB,-0.451,york paramedics speak today ambulance strike,negative,8,56,January 2023
491,"Grenfell showed exactly why we need red tape, yet the Tories are desperate to bin thousands of laws",2023-01-18 13:19:13,GB,-0.377,grenfell showed exactly need red tape yet tories desperate bin thousands laws,negative,18,99,January 2023
492,York: Nurses and ambulance staff to strike again - warning to patients,2023-02-04 06:00:00,GB,-0.03,york nurses ambulance staff strike warning patients,negative,12,70,February 2023
493,Aberdeenshire Local Access Forum calls for new members,2023-02-08 15:00:00,GB,0.62,aberdeenshire local access forum calls new members,positive,8,54,February 2023
494,The Guardian view on housing politics: a clash of false alternatives,2022-12-01 19:31:59,GB,-0.21,guardian view housing politics clash false alternatives,negative,11,68,December 2022
495,Orkney Harbours Masterplan updates – Drive to Net Zero continues,2022-12-16 10:00:23,GB,0.355,orkney harbours masterplan updates drive net zero continues,positive,10,64,December 2022
496,North-east environmental technology firm strengthens team,2022-12-03 11:15:00,GB,0.274,north-east environmental technology firm strengthens team,positive,6,57,December 2022
497,"New £145,000 fund angled to help save Scotland’s wild salmon",2022-12-13 01:01:59,GB,0.121,new 145 000 fund angled help save scotland wild salmon,positive,10,60,December 2022
498,"‘We all want to leave’: poverty, not crime, fuels the urge to flee Albania",2022-11-05 20:10:06,GB,0.287,want leave poverty crime fuels urge flee albania,positive,14,74,November 2022
499,Oman to build the first spaceport in the Middle East,2023-01-18 15:21:52,GB,0.151,oman build first spaceport middle east,positive,10,52,January 2023
500,More teachers to strike next month as another union joins walkout,2022-12-19 20:25:01,GB,-0.449,teachers strike next month another union joins walkout,negative,11,65,December 2022
501,‘Bad housing kills’: How coronavirus overwhelmed the UK’s most overcrowded community,2022-11-29 09:18:33,GB,-0.235,bad housing kills coronavirus overwhelmed uk overcrowded community,negative,11,84,November 2022
502,Roy MacGregor sells off part of his Global Energy Group empire,2023-02-15 01:01:56,GB,0.401,roy macgregor sells part global energy group empire,positive,11,62,February 2023
